"","id","full_name","name","intelligence","strength","speed","durability","power","combat","alignment","place_birth","race","gender","eye_color","hair_color","height_cm","weight_lb","affiliations","relatives","occupation","publisher","image_url","height_in","hair_group"
"446","446","Rex Mason","Metamorpho",NA,82,NA,NA,NA,NA,"good",NA,NA,"Male","Black","No Hair",185,200,"Outsiders, formerly Doom Patrol, Justice League Europe, Seven Soldiers of Victory","Unnamed parents (deceased), Sapphire Stagg Mason (wife), Joseph (son), Simon Stagg (father-in-law)","Adventurer, former Soldier of Fortune","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/738.jpg",72.834685,"None"
"447","447","","Meteorite",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1333.jpg",0,NA
"448","448","Metron","Metron",88,10,47,56,100,28,"good",NA,NA,"Male","Blue","Black",185,190,"New Gods",NA,"Scientist, seeker of knowledge","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/841.jpg",72.834685,"Dark"
"449","449","Micah Sanders","Micah Sanders",63,8,12,14,57,14,"good",NA,NA,"Male","Brown","Black",0,NA,NA,"Niki Sanders (Mother), DL Hawkins (Father), Paulette Hawkins (paternal grandmother), Hal Sanders (maternal grandfather), Nana Dawson (Guardian)
Nana Dawson (Great-aunt), Monica Dawson (Cousin), Damon Dawson (Cousin)","Elementary school student","NBC - Heroes","https://www.superherodb.com/pictures2/portraits/10/100/951.jpg",0,"Dark"
"450","450","","Michelangelo",63,14,50,65,59,75,"good",NA,"Mutant","Male","Blue",NA,0,NA,NA,"Leonardo (brother), Donatello (brother), Raphael (brother)",NA,"IDW Publishing","https://www.superherodb.com/pictures2/portraits/10/100/10329.jpg",0,NA
"451","451","Gim Allon","Micro Lad",38,28,27,28,44,32,"good",NA,NA,"Male","Grey","Brown",183,170,"Legion of Super-Heroes",NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1181.jpg",72.047283,"Dark"
"452","452","Calvin Montgomery Rankin","Mimic",63,67,47,56,79,42,"good","Passiac, New Jersey",NA,"Male","Brown","Brown",188,225,"Formerly Brotherhood Of Mutants, Excalibur, X-Men, former agent of Onslaught and Sledge","Ronald Rankin (father, deceased)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/97.jpg",74.015788,"Dark"
"453","453","Wilhelmina Harker","Minna Murray",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,NA,NA,NA,"Wildstorm","https://www.superherodb.com/pictures2/portraits/10/100/881.jpg",0,NA
"454","454","Charlotte Gage-Radcliffe","Misfit",63,32,23,80,91,42,"good",NA,NA,"Female","Blue","Red",0,NA,"Birds of Prey",NA,NA,"Batgirl V","https://www.superherodb.com/pictures2/portraits/10/100/1114.jpg",0,"Red"
"455","455","M'gann M'orzz","Miss Martian",63,85,58,100,100,45,"good","Mars",NA,"Female","Red","Red",178,135,"Teen Titans",NA,"Adventurer","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1394.jpg",70.078778,"Red"
"456","456","Reed Richards","Mister Fantastic",100,10,18,70,33,64,"good","Central City, California","Human / Radiation","Male","Brown","Brown",185,180,"Fantastic Four","Nathaniai (father), Evelyn (mother, deceased), Susan Storm - Invisible Woman (wife), Franklin (son), Johnny Storm - Human Torch (brother-inlaw), Cassandra (stepmother, deceased), Immortus (father's descendant, see Immortus, Kang, Rama-Tut).","Scientist, adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/408.jpg",72.834685,"Dark"
"457","457","Victor Fries","Mister Freeze",75,32,12,70,37,28,"bad",NA,"Human","Male",NA,NA,183,190,"Assorted Batman rogues, The Society","Nora Fries (wife, deceased, then resurrected as Lazara), Charles (Father) and Lorraine Fries (Mother)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/742.jpg",72.047283,NA
"458","458","J'son","Mister Knife",75,10,17,30,13,65,"bad","Spartax, Spartoi Empire, near the Shi'ar Galaxy","Spartoi","Male","Blue","Brown",0,NA,"Slaughter Lords (leader); formerly Galactic Council, ruler of the Spartoi Empire","Eson (father, deceased), Peter Quill (Star-Lord, son), Victoria (daughter)","Crimelord; former emperor, prince","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10633.jpg",0,"Dark"
"459","459","Mr. Mxyzptlk","Mister Mxyzptlk",100,85,100,100,100,50,"bad",NA,"God / Eternal","Male",NA,NA,0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/744.jpg",0,NA
"460","460","Nathaniel Essex","Mister Sinister",100,48,46,90,100,50,"bad","London, England","Human / Altered","Male","Red","Black",196,285,"Marauders (founder), Nasty Boys (founder); formerly Weapon X, Third Reich","Rebecca Essex (wife, deceased), Adam Stanislaus Essex (son, deceased), N2 (creation, deceased), Madelyne Pryor (creation, deceased), Claudine Renko (clone ""daughter"")","Geneticist, Criminal, biologist and mutant-supremacist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/856.jpg",77.165396,"Dark"
"461","461","Victor Zsasz","Mister Zsasz",88,22,33,28,18,85,"bad",NA,"Human","Male","Blue","Blond",0,NA,NA,NA,"Serial Killer","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1486.jpg",0,"Fair"
"462","462","Barbara Morse","Mockingbird",75,31,38,20,48,95,"good","San Diego, California","Human","Female","Blue","Blond",175,135,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin","Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband)","Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1328.jpg",68.897675,"Fair"
"463","463","George Tarleton","MODOK",100,18,25,25,79,15,"bad",NA,"Cyborg","Male","White","Brownn",366,750,NA,"M.O.D.O.K. Superior (clone), Head Case (son), Number None (son)","Would-be conqueror, AIM leader, terrorist; former AIM agent, technician","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10438.jpg",144.094566,"Dark"
"464","464","Mogo","Mogo",NA,NA,NA,NA,NA,NA,"good",NA,"Planet","Male",NA,NA,0,NA,"Green Lantern Corps",NA,"Green Lantern","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1432.jpg",0,NA
"465","465","Mohinder Suresh","Mohinder Suresh",NA,NA,NA,NA,NA,NA,"good","India",NA,"Male",NA,NA,0,NA,NA,"formerly Maya Herrera, formerly Mira Shenoy, Chandra Suresh (deceased), Unnamed mother, Shanti Suresh","Former agent of Pinehearst Company, former Company medical professional & agent, former taxi driver, former genetics professor","NBC - Heroes","https://www.superherodb.com/pictures2/portraits/10/100/1313.jpg",0,NA
"466","466","Edgar William Jacobi","Moloch",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1061.jpg",0,NA
"467","467","Mark Raxton","Molten Man",50,73,23,84,53,56,"bad",NA,NA,"Male","Gold","Gold",196,550,"Exterminators","Doris Raxton (mother), Liz Allan Osborn (step-sister), Harry Osborn (Green Goblin II , step-brother-in-law, deceased), Norman Osborn Jr. (Green Goblin I, step-nephew)","Security guard for Osborn industries, former criminal, lab assistant","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/411.jpg",77.165396,"Fair"
"468","468","Nathaniel Christopher Adam","Monarch",NA,100,NA,NA,NA,NA,"good",NA,NA,"Male","Blue","White",193,200,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)","Adventurer, former U.S. Special Agent, former U.S. Air Force Captain","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1006.jpg",75.984293,"Fair"
"469","469","Monica Dawson","Monica Dawson",50,10,35,14,48,90,"good",NA,NA,"Female",NA,NA,0,NA,NA,"Nana Dawson (Grandmother), Damon (brother), DL Hawkins (cousin), Niki Sanders (cousin-in-law once removed), Micah Sanders (second cousin)","Fast food service","NBC - Heroes","https://www.superherodb.com/pictures2/portraits/10/100/942.jpg",0,NA
"470","470","Marc Spector","Moon Knight",50,36,23,42,28,75,"good","Chicago, Illinois","Human","Male","Brown","Brown",188,225,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)","Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/415.jpg",74.015788,"Dark"
"471","471","Karla Sofen","Moonstone",56,67,47,52,74,80,"bad","Van Nuys, California",NA,"Female","Blue","Blond",180,130,"Dark Avengers, Formerly; Thunderbolts, Femizons, Masters of Evil, Doctor Faustus, the Corporation, former partner of Blackout (Marcus Daniels)","Karl August Sofen (father), Marion Sofen (mother), unnamed maternal grandparents (only mentioned )","former Adventurer, Psychiatrist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/100.jpg",70.86618,"Fair"
"472","472","Morlun","Morlun",63,60,35,42,74,56,"bad",NA,NA,"Male","White / Red","Black",188,175,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1171.jpg",74.015788,"Dark"
"473","473","Kevin Sydney","Morph",NA,40,NA,NA,NA,NA,"good","Pittsburgh, Pennsylvania",NA,"Male","White","No Hair",178,175,"Exiles; (Formerly) X-Men, New Mutants, Avengers all of his home reality","Unnamed mother (deceased), Unnamed father","Adventurer, reality traveler","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/102.jpg",70.078778,"None"
"474","474","Moses Magnum","Moses Magnum",75,28,12,42,55,56,"bad",NA,NA,"Male","Brown","Black",175,159,"Magnum Force (leader), agent of Apocalypse; former agent of They Who Wield Power",NA,"Terrorist, president of Magnum Munitions; former ruler of Canaan","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1020.jpg",68.897675,"Dark"
"475","475","Craig Hollis","Mr Immortal",50,10,8,100,69,30,"good",NA,"Mutant","Male","Blue","Blond",188,156,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10794.jpg",74.015788,"Fair"
"476","476","Robert Parr","Mr Incredible",50,83,33,95,29,40,"good",NA,"Human","Male","Blue","Blond",201,350,"Incredible Family","Helen Parr (Elastigirl, wife), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",NA,"Dark Horse Comics","https://www.superherodb.com/pictures2/portraits/10/100/869.jpg",79.133901,"Fair"
"477","477","Sharon Ventura","Ms Marvel II",38,63,23,84,11,56,"good","Pullman, Washington",NA,"Female","Blue","Red",173,135,"Former member of the Fantastic Four, Frightful Four, Unlimited Class Wrestling Federation, Thunderiders",NA,"Wanderer, former adventurer, wrestler, stunt woman, scuba diver, motorcycle performer","She-Thing","https://www.superherodb.com/pictures2/portraits/10/100/897.jpg",68.110273,"Red"
"478","478","James Arthur","Multiple Man",63,11,23,70,28,62,"good","Los Alamos, New Mexico",NA,"Male","Blue","Brown",180,155,"X-Factor Investigations (formerly) X-Factor, Fallen Angels, X-Corps, X-Corporation","Dr. Daniel Madrox (father, deceased), Joan Madrox (mother, deceased)","Private investigator (formerly) Farmer, Adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/104.jpg",70.86618,"Dark"
"479","479","Quentin Beck","Mysterio",81,10,17,40,82,70,"bad","New York, New York","Human","Male","Brown","No Hair",180,175,"None; Former Sinister Six","Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)","Criminal; former Hollywood special effects designer and stunt man","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1039.jpg",70.86618,"None"
"480","480","Raven Darkholme","Mystique",75,12,23,64,64,74,"bad",NA,"Mutant","Female","Yellow (Without Irises)","Red / Orange",178,120,"Founder and leader of the third Brotherhood of Evil Mutants, now known as Freedom Force; X-Factor, X-Men","Rogue (unofficial foster daughter), Ralph Brickman (husband), Gloria Brickman (daughter), Graydon Creed (son, deceased)","Special operative for Germany and the United States governments, (former) German Freedom Fighter, special operative in the Weapon X Project Team","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/817.jpg",70.078778,"Red"
"481","481","Namor McKenzie","Namor",69,95,58,70,73,85,"good","Atlantis","Atlantean","Male","Grey","Black",188,278,"Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).","King of Atlantis, Adventurer; former warrior, commando, CEO","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/137.jpg",74.015788,"Dark"
"482","482","","Namor",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/105.jpg",0,NA
"483","483","Aquaria Nautica Neptunia","Namora",50,85,42,42,48,64,"good","Unnamed Atlantean outpost",NA,"Female","Blue","Blond",180,189,"Agents of Atlas, Long-time ally of Namor; Monster Hunters, Invaders, All Winners Squad; At one time or another was partnered with FBI Agent Jimmy Woo, Sun Girl, Venus, Golden Girl, Hulk","Namor (cousin), Talan (husband, deceased), Namorita (""daughter"" cloned)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1364.jpg",70.86618,"Fair"
"484","484","Namorita Prentiss","Namorita",50,72,47,70,37,70,"good","Atlantis Outskirts",NA,"Female","Blue","Blond",168,225,"Formerly Council of Three, New Warriors, Fantastic Four, Soldiers of Misfortune, Water Children","Namora (mother); Talan (father, deceased); Namor, Byrrah, Dara, Arkus (first cousins once removed); Fen (great-aunt, deceased); Thakorr (great-grandfather, deceased); Korra (great-grandmother, presumed deceased); large extended family; Betty Prentiss (legal guardian, deceased)","Superhero, formerly Leader of Atlantis","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/106.jpg",66.141768,"Fair"
"485","485","","Naruto Uzumaki",50,80,32,80,100,100,"good",NA,"Human","Male",NA,NA,168,121,"Team 7",NA,NA,"Shueisha","https://www.superherodb.com/pictures2/portraits/10/100/1540.jpg",66.141768,NA
"486","486","Nathan Petrelli","Nathan Petrelli",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Male","Brown",NA,0,NA,NA,"Angela Petrelli (mother), unnamed father (deceased), Peter Petrelli (younger brother), Simon Petrelli (son), Monty Petrelli (son), Claire Bennet (daughter)","formerly a U.S. Congressman, formerly a district attorney, formerly a Navy officer","NBC - Heroes","https://www.superherodb.com/pictures2/portraits/10/100/949.jpg",0,NA
"487","487","","Nebula",63,52,13,50,42,60,"bad",NA,"Luphomoid","Female","Blue","No Hair",185,185,"Graces, United Front, former leader of a mercenary band",NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10632.jpg",72.834685,"None"
"488","488","Ellie Phimister","Negasonic Teenage Warhead",50,7,8,10,45,35,"good",NA,"Mutant","Female","Black","Black",0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10556.jpg",0,"Dark"
"489","489","Nicholas Joseph Fury","Nick Fury",75,11,23,42,25,100,"good","New York City","Human","Male","Brown","Brown / White",185,221,"Secret Avengers, SHIELD (both incarnations); formerly Team Valkyrie, C.I.A., liaison to MI-5, O.S.S., Howling Commandos, U.S. Army","Jack Fury (father, deceased);
unnamed mother;
unnamed stepmother (deceased);
Dawn Fury (half-sister);
Jake Fury (half-brother);
Mikel Fury (son, deceased);
Jerry Sapristi (cousin);
Tina Sapristi (cousin by marriage);
Ernesto, Pietro, Giovanni, Maria, Rosa and Gabriella (1st cousins once removed);","S.H.I.E.L.D. director; former S.H.I.E.L.D. agent, intelligence agent, soldier and commando leader, parachuting instructor, stunt flyer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/326.jpg",72.834685,"Dark"
